x,y,class
0.15642600030629183,-0.012527915465446973,1
-0.12043216276820909,0.05005127740044569,1
-0.08063677081909981,-0.05314622911339936,1
0.3289940520361549,0.28413153249294903,1
-0.12053816999993983,-0.01732649026501022,1
0.10247170454507057,0.0818298267493342,1
0.22765695275505932,0.28013665715616365,1
0.27750675906413586,-0.08636691232706736,1
0.2526845138128986,0.4016973838371366,1
0.39967727871367953,-0.1927250149682369,1
0.4896859108531967,0.46525153322291046,1
0.5270904247868943,0.09319706764594181,1
0.21035617963507375,0.14997258321251186,1
0.3762090283303662,-0.14642775604041747,1
0.6955524139118221,0.17586288815849194,1
0.6569980867680822,0.09619078977200532,1
0.2227519449762324,0.22192641884912828,1
0.5845440872919311,0.3571547809603215,1
0.1330847617736609,0.6190726440000945,1
0.5500501985873804,0.5135410289052478,1
0.9295021950688508,0.5795375864191863,1
0.36691490877504845,0.3462181314995897,1
0.39334621228372735,0.4376859260664668,1
0.7138274120639294,1.023144027658282,1
0.2502927628753934,0.5668169676864936,1
0.4270897151403604,1.0962972649072427,1
0.6646152664368508,0.7682229567642986,1
0.40700519005120694,0.8694911453181675,1
0.4720109072628502,1.135558510738282,1
0.6501580617858554,1.2284017297212202,1
0.5644940168329776,1.0043145121748969,1
0.5091428801523842,1.0010266278054927,1
0.3602706731677451,1.1192608613202109,1
0.47114424191939863,1.2492037572253842,1
0.3381512540867425,1.4102633851707267,1
0.4169700101697904,1.2822874306794791,1
0.18530390203426383,1.4535314710935385,1
0.20426179932074381,1.7044389834122269,1
-0.0042847207673292476,1.4985689915448082,1
0.13653311380489966,1.5285334129372208,1
-0.07188212483154505,1.2045025203391075,1
-0.18868476151227173,1.0222390944726163,1
0.026762072619378054,1.664014402565898,1
-0.044334078941672586,1.60302032183902,1
0.005055708150074251,1.552207756414615,1
-0.3050062678808199,1.734427840140536,1
-0.2069499937416416,1.7014262301533516,1
-0.2505823069486734,1.9639296351427005,1
-0.3462472813118329,1.777402403671031,1
-0.6769418407397344,1.6294060505882693,1
-0.5605591678505285,1.99210759937741,1
-0.5980923407788722,1.7624801529942562,1
-0.7516905629692109,1.9194754967283134,1
-1.2541882440391316,1.7232655010906042,1
-0.889959135939738,1.6895741671359337,1
-0.5659446937767572,1.833279346598278,1
-1.167908303740498,1.8119410589693943,1
-1.3298422748568801,1.8942107088101132,1
-1.198576822187256,1.7292512337882293,1
-1.3002958720979143,1.39624152949342,1
-1.214062756316214,1.6532310991652772,1
-1.794139316773923,1.8705110836649026,1
-1.486164185481942,1.6198814099050352,1
-1.6039471536181296,1.5933044331676998,1
-1.8395645929763602,1.7986727797773956,1
