x,y,class
1.5329747805759686,1.6724840592935215,1.0
3.3254480968843274,3.0860132439732797,1.0
1.1355268740076778,1.1593682802186147,1.0
0.8156934300020842,1.932933590522064,1.0
0.985232515871068,1.0441510219043315,1.0
3.292270175423333,1.6772636070754223,1.0
2.262838166839262,2.05664976034779,1.0
1.6783352173580868,1.5809970051490472,1.0
2.8666393034796567,1.7412486061855592,1.0
2.741001486417506,3.0424620740214277,1.0
0.4029873235788044,0.3413068551151779,1.0
1.3878110698312005,1.9902111493372416,1.0
2.6532847483118567,2.885278319215375,1.0
2.429009096068189,2.9759720964297465,1.0
1.7619877067352268,1.9507452075332739,1.0
2.5188549548674413,2.966021482030105,1.0
0.3409973341855437,-0.29646199338946655,1.0
2.2490829817684443,2.3955644100664006,1.0
1.4308936329765063,1.0770054894162884,1.0
4.257835061796573,5.117461976462664,1.0
1.8296889501356797,0.7273521424349547,1.0
2.0804875387817114,3.0722931915742784,1.0
0.3296756813659132,0.9233237562974266,1.0
2.140831998618162,2.1933178507353297,1.0
1.7674263784125468,2.4809878708013984,1.0
3.085713287487451,2.576080838045109,1.0
1.055597696997465,1.027541049050112,1.0
0.904621848039606,0.4799202379066172,1.0
2.3436599130901627,1.7602747180059095,1.0
2.4605727419427637,1.5254575522664267,1.0
2.9167930331704763,2.0084263308919406,1.0
1.115081172478566,1.5682920646059169,1.0
3.2196596442284253,4.063283063071125,1.0
-0.3838045156333676,-0.3547075218330882,1.0
1.7150826375312227,3.50134614410304,1.0
3.244925161893853,3.257641608094866,1.0
1.404222323017686,2.254968376974751,1.0
1.8164035255648614,1.501039759713952,1.0
3.0104662761459924,2.794279174961503,1.0
2.940131475644188,2.9703788637132904,1.0
3.007699726374291,2.062787258940803,1.0
0.9666420242422116,0.6518862836583565,1.0
3.2562684167341427,3.149851996312299,1.0
2.487418308357523,1.3828557662523235,1.0
2.016511695974918,1.3542310987458266,1.0
0.21108468402237612,0.5424664084525044,1.0
2.6150211808224784,2.14373570219207,1.0
1.9057996637535755,2.2933625582469457,1.0
2.092857498438901,1.9555142095353615,1.0
2.1355820408130888,1.7536681191843337,1.0
2.9851792139176774,1.6660082472581952,1.0
0.9817540333547392,1.1707303424786204,1.0
2.133331919602089,3.3341973624260675,1.0
2.245106285435026,1.5897915513581797,1.0
1.0613536191624018,1.313101415709823,1.0
1.7603043017542275,1.4910328142979865,1.0
1.6553974703616046,1.489846991655597,1.0
2.0749839592075814,0.8701913010516831,1.0
1.8670152484813003,2.956201767110089,1.0
2.9186545192680535,2.5367536475646912,1.0
2.8091288704554573,2.040818009464232,1.0
4.167876911492757,4.022041268134776,1.0
1.8877159940195094,1.8545088729624315,1.0
2.1238331535290995,2.151054590401974,1.0
1.089871751309204,0.9694230074635568,1.0
2.633522236641049,2.4557228685279293,1.0
1.0038612998816028,1.8969055105965238,1.0
2.5646238636690684,2.6271950845805274,1.0
1.9928866717295601,1.3651252203989572,1.0
2.444117344088172,1.5171438048550279,1.0
3.5622930793062872,3.794243873831224,1.0
2.3002088742329416,2.4281422370550083,1.0
2.325741471934504,1.7082118596791354,1.0
2.4328728713957957,1.6529911294812056,1.0
1.1092032288542788,0.25161228297398375,1.0
2.5153334324431906,1.8561430007011839,1.0
1.5636587621064835,1.3540431578499899,1.0
2.222244435605523,2.7618564727130583,1.0
1.808702370260424,2.1354570081870996,1.0
3.3752096497586948,2.486725402077101,1.0
1.999121667695201,1.7974655262937824,1.0
1.430981160394539,1.3804426174518585,1.0
2.318807081660145,1.2920898199919817,1.0
0.2604092919791785,0.15653353995347774,1.0
1.602606293360382,1.0738154912427036,1.0
2.1197918391684025,1.2958004610960712,1.0
1.6836996817224703,1.4585619027920278,1.0
1.7515886881688396,2.1930262247404593,1.0
3.385745698257346,2.952835116599978,1.0
0.9026282032355539,2.2296599822445002,1.0
1.944062750666218,2.3179300586321205,1.0
1.4872900613368247,2.715674032308483,1.0
3.6276382118679447,3.6874818150158855,1.0
4.334774002998134,2.7494789467738485,1.0
1.6736896419633296,1.7619157948432957,1.0
2.3038015653613426,2.2366385256464185,1.0
-0.8576627783219917,-1.0209470726035303,1.0
1.7214007247897918,1.3107063523169429,1.0
1.795253889871354,1.6445816841657157,1.0
1.814265808657719,2.9646382475557473,1.0
0.8399811998934577,0.9264673735281597,1.0
4.3001285189793155,4.071806238618048,1.0
-0.4913754809740669,-0.6372587280684576,1.0
0.49741369078243114,1.4093781397712797,1.0
2.058479964182013,1.5260652161213837,1.0
4.0939887316495565,4.526691537748199,1.0
2.717241747981796,2.8286490757483986,1.0
3.2695591566189437,3.1018082068455586,1.0
1.8830745476892217,2.0529480438894234,1.0
2.6791167139894796,3.4361096648852723,1.0
3.0957778497112276,2.0367503762261285,1.0
2.092558270436109,2.114299124795261,1.0
1.416907399870074,2.2783955739430306,1.0
2.2621421088406923,2.1864880156688726,1.0
2.787090796030496,3.306054398261557,1.0
1.957973499097144,1.6923246393624187,1.0
3.3501698282604204,4.263696311559915,1.0
3.351658001628575,2.977700953632845,1.0
2.038429388070308,1.2816597067179287,1.0
4.0885189813181775,2.745216582889589,1.0
1.4884052610660243,1.1435992046001966,1.0
-0.4626095645802537,-1.091494926644208,1.0
3.052958151813547,2.6953722399835933,1.0
1.9180335648905813,1.6206508620951066,1.0
1.7285474761336501,1.1096338353013977,1.0
3.879338417893199,2.7420475581694146,1.0
4.273295483769718,3.945639866427456,1.0
2.4852129159907954,2.085857074828156,1.0
0.4320644377237852,1.2087389372949247,1.0
2.884909668361148,1.7503343362908814,1.0
2.727303850339238,2.347943491524242,1.0
2.844051053565707,2.4027748729907894,1.0
2.7421645267377364,2.497694143401962,1.0
2.5370498641572956,2.668804587184684,1.0
1.9460954796350751,1.3701529565272206,1.0
1.1040844667543732,0.4842386422176186,1.0
3.4143678230465095,3.6551930207584498,1.0
2.673860160771641,2.8770627288473865,1.0
3.8399870242604526,4.720653487564579,1.0
1.8366988195050815,0.8877141253001415,1.0
2.8740742478932586,3.931708069971036,1.0
2.963332409926424,2.4357475876068015,1.0
4.260691582556589,4.038839965907041,1.0
1.9897750116412911,2.4422925788250582,1.0
3.8080392334965296,2.8465254414662247,1.0
1.2538232789365957,1.8905352817488092,1.0
3.1485212107720235,3.832530777624641,1.0
1.6191255187025613,2.309643845304224,1.0
2.8642311952756483,1.2690025730340153,1.0
1.8089220060167077,2.4794158288866583,1.0
2.970567216414251,2.72519662559346,1.0
3.0840017098115577,1.25018811628031,1.0
0.6994604875410371,0.12938045234945328,1.0
1.547634548575972,1.4927999353854324,1.0
0.6785115854489359,0.9353240263947189,1.0
2.5054230143083327,1.9403144510889325,1.0
1.835526523574117,0.6506582069476368,1.0
1.7348030124501619,1.039706079376706,1.0
0.7609720114444385,0.8629867995159617,1.0
1.3630034001290738,1.414857678997397,1.0
3.9346373425325893,3.3902644215604902,1.0
1.3094142688034198,1.414816662438247,1.0
0.7520879875095898,1.0071412158309123,1.0
3.168831521780983,2.66535635402595,1.0
2.634128975987396,1.1705990050759292,1.0
0.27274104926141196,0.5521262164412197,1.0
1.3357636248090863,0.33610191849009885,1.0
0.1136399035320983,1.5249637345387208,1.0
3.0091565681990953,3.4970339008066893,1.0
2.4873398796057353,1.510554148421075,1.0
1.2688007288171406,1.7960176872375229,1.0
2.2015835439691833,2.9389738970940518,1.0
4.053914002754395,3.108547208890978,1.0
1.8623848025048637,1.8784398619906397,1.0
2.4237850604266904,2.935817540160793,1.0
1.2249820297401188,1.767716832406576,1.0
1.9262648676115548,2.3073700915887914,1.0
1.7733065030859938,3.072255495425418,1.0
2.1050950980977268,3.4366021039349137,1.0
2.401877123033165,1.5319276515528513,1.0
0.6623124549931132,0.7419394845742253,1.0
0.8055355602511567,1.579570006345575,1.0
1.8666702095982894,1.4921042110001275,1.0
1.0741181024861532,1.074595927355305,1.0
2.03040755060107,0.6682687346965979,1.0
1.7778944794344442,1.3740173416431802,1.0
0.23449524064644844,0.628570280759098,1.0
1.6186662398159235,1.9262356853935312,1.0
2.433885324297881,3.4605229981330248,1.0
-0.01343001786247644,0.23507030549451513,1.0
0.6711911607329768,0.3112302339355313,1.0
2.7432667850617736,2.769149868792469,1.0
1.7119682293135268,1.4627891732137268,1.0
1.3929394381274385,1.586717161021702,1.0
2.783020207115399,3.111133720983183,1.0
1.1265618196828784,1.2350085381669604,1.0
1.2914788778639934,0.5215251139480637,1.0
1.9261385036042837,1.1859879968113658,1.0
3.256428225289204,2.8573925291611193,1.0
3.0670082554623654,2.720425268368209,1.0
1.9384293300204858,2.46789231606758,1.0
2.8060970910286764,1.8032593410474405,1.0
1.1831478182934445,0.6537255324778042,1.0
1.9144998464137306,2.196914330483377,1.0
1.4646229760103744,2.1566428838784355,1.0
1.8179477223861122,1.2732077139130764,1.0
-0.12821918520427156,-0.005311911256742352,1.0
1.8349592289871022,2.444599195266499,1.0
1.637103014329096,1.8895970934973811,1.0
-0.27729230050076126,-0.4512943697816718,1.0
2.2645890905086343,2.3383198153471714,1.0
1.4598786191147517,0.5070628375238453,1.0
4.050352196051129,3.6790278952059685,1.0
3.6844188895227745,3.415731953598864,1.0
1.8049664542098534,1.2416074078035146,1.0
3.3316802068558555,3.375532878358241,1.0
1.7177170662232841,0.6457217383833112,1.0
0.9634043082473229,1.4803141381670697,1.0
0.7095581223805989,1.4801926749497787,1.0
0.023592360631922826,-0.20162002543040325,1.0
2.0277406674687066,1.7643618766095563,1.0
1.513387483557719,2.4828617172369283,1.0
3.548280590799507,3.003704962282606,1.0
0.3709275813112911,1.0160553129778243,1.0
2.074311292234219,2.614682564423661,1.0
1.201865741181406,2.1507227172137404,1.0
1.6049806406669593,2.253647344917067,1.0
-0.6955681323920961,-0.3172970130776589,1.0
1.7247453967849355,2.181660989188995,1.0
1.5913941564371434,3.1016775421140235,1.0
1.91547870820167,1.7428605199487257,1.0
2.4458327114066893,3.1397756914472312,1.0
1.3345910469616755,1.020036523379701,1.0
1.9301775204829246,0.9760829530042856,1.0
1.681347375030152,1.967695634564444,1.0
0.6240390333980679,0.13653041741673388,1.0
3.4959109716760715,2.929592604251395,1.0
2.8452920427750947,3.6906683831232794,1.0
0.4295703930196595,0.632093139192289,1.0
0.7990165236048696,0.8837392424651118,1.0
2.195546573896719,1.9849150893508436,1.0
2.7839205777742273,1.8050049209962475,1.0
1.7620606216571415,1.7365512170137198,1.0
1.2633140036956165,1.322463456393347,1.0
2.4298497098583454,1.8788588585608395,1.0
1.6980983190354602,2.1650005396183634,1.0
3.0570049751396167,3.112328234562751,1.0
2.005988066534551,1.5518440217766154,1.0
2.484763904595323,2.630615011644497,1.0
2.9646019949639895,3.185913184463245,1.0
2.513303891176322,3.185511589077602,1.0
0.05433706471699562,-0.49005333625493375,1.0
1.7230218923295408,1.2633899542262164,1.0
1.4125740014211012,0.6123543211430296,1.0
1.8201387197721592,1.268012018258625,1.0
2.5224016420981994,1.8703240031647423,1.0
1.4845262708016351,0.9551734154328118,1.0
1.585174076819269,1.3675473752828764,1.0
2.0618735067008767,2.1553225477267435,1.0
2.656206419687121,2.7892542644040117,1.0
0.7942523342407903,0.3021419824943319,1.0
0.4145832206769704,1.3620633565028775,1.0
3.234401273911803,2.314143939511208,1.0
1.8866401953681278,1.5404292793173688,1.0
0.21628022452383333,0.23829444606943828,1.0
3.1237968695411853,2.398269490676782,1.0
1.1466496009573626,0.7854011367388392,1.0
1.6561689831386055,2.260671716817967,1.0
2.4739317813265176,2.4448838395099752,1.0
1.7996319899326,2.231804357415162,1.0
1.5091767889877499,1.3699646419790599,1.0
2.0571840446876846,1.8220503521556426,1.0
3.320325667777664,3.4832467550957293,1.0
0.48436580943593066,-0.07454724985817807,1.0
3.008708672432643,2.4580120763612037,1.0
1.1707683283490729,1.4544154348922471,1.0
2.440705177929926,1.8600989438839983,1.0
2.407140640631625,1.4175867206557977,1.0
1.5883334018837874,2.1395338211673542,1.0
3.6716165545214112,2.702366892397775,1.0
0.6950690359807716,0.3081582677011696,1.0
0.9710435887339575,0.8736469134593188,1.0
2.01500556131583,2.292282098426301,1.0
2.7967356751998564,2.8805342265823373,1.0
2.779489327874536,1.9443359445788262,1.0
1.7631016318594261,1.5965711527718334,1.0
2.5316533237814296,1.7662803404680534,1.0
0.21302368199583155,0.7675064191881336,1.0
1.1819115118637291,0.9887313200741072,1.0
3.0228802254665137,4.25801362762673,1.0
2.2947534720869602,1.8211708987083892,1.0
1.2355113082246185,1.9736633071488068,1.0
1.6175467085269868,2.42618864661113,1.0
1.3129576648140178,0.6321944282646095,1.0
2.336413581608775,2.942013257652897,1.0
4.620672273337009,4.526148193400884,1.0
3.5081052073250287,3.206706119296718,1.0
2.3967724468977565,2.1701988082701904,1.0
2.870868311361376,2.1769737407180156,1.0
-0.764841277141953,0.41624539825258844,1.0
2.602123189069962,3.60274168075505,1.0
2.3381135728701055,2.419818905048199,1.0
2.2686577879121077,1.8513961099993363,1.0
1.0268268975371266,1.1064445302088601,1.0
2.8646437812524685,2.0395489704881236,1.0
3.366788631877859,2.328688697595239,1.0
2.3668226106929273,1.6099848368583063,1.0
1.8186685744653384,2.6851970712308106,1.0
0.8724513759262102,0.8520376756941446,1.0
1.4881472960519941,2.6770843543626244,1.0
1.6096288707507487,1.4023058617654667,1.0
3.228285922555515,3.477393218303714,1.0
1.4129801387724754,1.0134886377763164,1.0
1.8387127806886157,1.6087688390198944,1.0
2.9613068749306075,1.3878700519099096,1.0
1.9038588245778965,2.5169418024694954,1.0
2.582390762734698,2.6156113548901123,1.0
2.60317614351468,2.8311394756615353,1.0
2.502426195303144,1.9083976869829762,1.0
0.4420765834125786,1.0295847742542092,1.0
2.4164504587799622,2.7312794288529263,1.0
1.287052724094989,1.6932796934098693,1.0
3.2889953334254542,3.925629208882823,1.0
2.6536190190548936,2.427308763033787,1.0
-0.5979751054068307,-0.4070536157961193,1.0
3.063872993024369,1.6691223672121613,1.0
1.1069466269195054,0.2561613288714051,1.0
3.056728525669194,2.8471629310590068,1.0
0.4117538364739266,0.9007937436303317,1.0
2.052247298826113,2.2472283199565632,1.0
2.5254135049480437,2.6137382534825635,1.0
1.624074715199909,2.236778594991268,1.0
0.9262449049645771,1.2386636330400504,1.0
2.10916826899691,2.5783378828698593,1.0
2.429380311673825,1.7451175839944821,1.0
2.3558626132433202,2.409322171743837,1.0
1.1945301922977065,1.0784567845328863,1.0
3.1292033256282323,3.165089917126209,1.0
1.833599131505615,1.9511331679651824,1.0
0.8051214365053587,1.449545076417892,1.0
2.758559599433219,2.368876260863806,1.0
2.765834225466777,3.2078040620074857,1.0
0.7251662155151906,0.5258909071653564,1.0
1.765203773192876,2.692878515594133,1.0
1.3824358660706306,1.6583355508426674,1.0
2.9151699375087974,3.344435259671102,1.0
3.240064797869594,2.522847457837172,1.0
2.5142203274023203,2.143732478832123,1.0
2.6659063320732916,1.7545495257590784,1.0
0.7337812664729002,1.4469927018383726,1.0
3.5379957547740846,4.156826806829425,1.0
2.497935514112398,3.039934433294691,1.0
2.055834412057557,2.074033676747974,1.0
1.792290138135797,2.558907958892842,1.0
2.9837604515330356,3.368192436359215,1.0
0.7286598435524494,1.181713090307681,1.0
-0.03813537989651872,-0.37267068613305865,1.0
1.1253697082716312,1.0582720990529824,1.0
0.8323197295900873,0.827456781710324,1.0
1.954954980684196,2.7809875712582226,1.0
2.913079712236149,2.0195934907730195,1.0
2.294568599925964,2.6860794115069884,1.0
0.6442538920413756,0.7145382802191012,1.0
1.1789410800548636,0.31995583749695644,1.0
2.5117721103344346,2.3292611810830572,1.0
2.0820876349464963,2.1352735960083207,1.0
1.4852045870256037,1.2038840415382692,1.0
1.882374917541074,1.8538366959342787,1.0
2.914320850813882,2.8424317244963766,1.0
2.188490454902895,2.0840843383354737,1.0
1.9459402592912616,1.9938004086807728,1.0
2.0076434791464326,2.8125789533473267,1.0
3.3374575070848604,2.8814759735521553,1.0
-0.3090633721558276,-0.965546746821897,1.0
3.0520225092919007,3.516546389818008,1.0
4.044929056277031,3.8961287703717686,1.0
0.45284336834117367,-0.5242599022622927,1.0
4.3543393272991135,3.406173882600072,1.0
0.7920556524364859,1.5034269112942056,1.0
2.270233698229066,2.702335162693568,1.0
0.11587942703027987,1.2462965544969777,1.0
2.9614834268056134,1.5059049071461845,1.0
2.913721460502765,2.643786786320782,1.0
2.305057270237467,2.18624455282497,1.0
0.535513728344462,1.3415330369839964,1.0
1.8154925098365964,2.5102353465508958,1.0
1.6402940554260903,1.6810912148122379,1.0
1.1171285954000796,1.1628248030089132,1.0
0.5026544556348016,-0.4070766441434315,1.0
